Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Review Rating,Payment Method,
3987,Sandals,193,18-01-2023,4.3,Credit Card,
4052,Scarf,144,15-10-2022,1.3,Cash,
4088,T-shirt,114,22-04-2023,4.2,Credit Card,
4104,Poncho,28,6/6/2023,3,Credit Card,
3961,Handbag,,28-08-2023,3.7,Cash,
4023,Sunglasses,28,15-05-2023,4.1,Credit Card,
3998,Vest,184,7/9/2023,3.2,Cash,
4105,Scarf,42,18-01-2023,2.5,Credit Card,
3971,Blazer,151,13-10-2022,4.7,Credit Card,
3994,Backpack,56,27-04-2023,3.4,Cash,
4038,Trench Coat,43,31-05-2023,4.2,Cash,
4075,Dress,24,25-09-2023,3.3,Credit Card,
3991,Overalls,142,2/12/2022,4.1,Credit Card,
4048,Flip-Flops,,9/7/2023,3.7,Credit Card,
3998,Kimono,,10/12/2022,2.7,Credit Card,
3970,Sweater,191,3/1/2023,4,Cash,
4026,Raincoat,142,3/1/2023,4.2,Credit Card,
4049,T-shirt,30,5/5/2023,3.3,Credit Card,
4064,Flip-Flops,172,30-04-2023,4.8,Credit Card,
4119,Overalls,80,2/6/2023,3.5,Cash,
4048,Trousers,,23-07-2023,3.7,Credit Card,
3969,Blazer,146,26-08-2023,,Cash,
4031,Raincoat,,22-02-2023,1.1,Cash,
4031,Skirt,161,12/11/2022,1.4,Credit Card,
4092,T-shirt,49,12/8/2023,4.2,Credit Card,
4120,Raincoat,,10/10/2022,4.4,Cash,
3976,Camisole,164,21-06-2023,4.3,Credit Card,
4088,Hat,154,21-05-2023,4.9,Cash,
4006,Vest,,19-06-2023,2.8,Credit Card,
4117,Raincoat,30,29-08-2023,,Credit Card,
4003,T-shirt,,18-06-2023,5,Credit Card,
3981,Skirt,157,10/5/2023,4.2,Cash,
4110,Belt,63,19-03-2023,4.1,Credit Card,
3999,Kimono,116,21-01-2023,2.3,Cash,
4096,Socks,17,16-06-2023,2.4,Credit Card,
4039,Hoodie,170,19-03-2023,4.4,Credit Card,
4037,Flannel Shirt,174,13-09-2023,2.3,Credit Card,
4034,Trench Coat,133,4/8/2023,4,Credit Card,
4026,Pants,185,25-10-2022,1.9,Credit Card,
4049,Tie,126,18-04-2023,1.4,Cash,
3981,Shorts,,31-05-2023,3.6,Cash,
4093,Kimono,,15-01-2023,3,Cash,
4105,T-shirt,133,22-07-2023,2.5,Credit Card,
4047,Pants,97,2/5/2023,3.8,Cash,
3993,Jumpsuit,90,14-01-2023,4.2,Credit Card,
3960,Wallet,91,6/3/2023,4,Credit Card,
3992,Sandals,98,15-09-2023,2.3,Credit Card,
4089,Gloves,43,27-12-2022,3.3,Cash,
4029,Onesie,141,23-09-2023,3.8,Credit Card,
4052,Vest,91,22-06-2023,4,Cash,
4081,Swimsuit,41,22-09-2023,2.6,Credit Card,
4062,Blazer,73,14-08-2023,1.8,Cash,
4044,Swimsuit,,16-06-2023,,Cash,
3998,Belt,,5/6/2023,4.5,Credit Card,
3983,Hat,167,24-04-2023,2.1,Credit Card,
4012,Polo Shirt,50,14-10-2022,3.1,Credit Card,
3996,Sneakers,157,12/3/2023,4.7,Credit Card,
4085,Skirt,58,24-08-2023,4.8,Credit Card,
4013,Bowtie,137,16-03-2023,4.5,Cash,
4005,Wallet,129,13-10-2022,3.3,Credit Card,
4100,Bowtie,88,10/9/2023,,Credit Card,
4114,Coat,33,24-08-2023,2.8,Credit Card,
4091,Blouse,139,5/3/2023,,Credit Card,
4093,Raincoat,71,21-07-2023,3.7,Cash,
4098,Poncho,100,11/12/2022,3,Cash,
3986,Belt,,12/12/2022,4.9,Cash,
4063,T-shirt,162,1/12/2022,1.9,Credit Card,
4074,Raincoat,177,22-09-2023,1.9,Cash,
3976,Romper,83,23-05-2023,,Credit Card,
3986,Socks,37,1/11/2022,1.1,Credit Card,
3990,Shorts,77,13-02-2023,4.4,Credit Card,
3961,Socks,113,29-08-2023,3.2,Cash,
4079,Cardigan,112,16-07-2023,2.6,Cash,
4046,Dress,,6/5/2023,3.3,Credit Card,
4036,Blouse,102,25-09-2023,4.6,Cash,
4049,Vest,28,10/11/2022,4,Credit Card,
3992,Tie,125,8/7/2023,4.9,Cash,
4070,Poncho,81,25-04-2023,2.1,Cash,
4109,Trousers,169,16-09-2023,4.6,Credit Card,
4090,Dress,40,16-05-2023,2.3,Credit Card,
4044,Coat,,17-10-2022,4.8,Cash,
4001,Wallet,,28-04-2023,4.4,Credit Card,
4034,Socks,96,20-04-2023,2,Credit Card,
3964,Onesie,103,15-01-2023,1.5,Cash,
3987,Wallet,60,5/1/2023,4.1,Cash,
4013,Sneakers,112,2/11/2022,2.9,Credit Card,
3989,Shorts,21,6/11/2022,4.2,Credit Card,
3993,Tie,,25-04-2023,3.9,Credit Card,
4015,Kimono,131,24-12-2022,3.6,Cash,
4035,Sun Hat,48,24-07-2023,4.9,Credit Card,
3989,Kimono,141,13-09-2023,3.3,Credit Card,
4010,Umbrella,,9/10/2022,,Credit Card,
3990,Romper,91,1/6/2023,3,Cash,
3977,Blouse,,8/1/2023,4.8,Credit Card,
4065,Leggings,199,26-07-2023,3.2,Credit Card,
3985,Tunic,161,26-07-2023,1.2,Cash,
3976,Tunic,140,31-12-2022,4.5,Credit Card,
3961,Jumpsuit,191,19-06-2023,3.7,Cash,
4080,Vest,131,13-08-2023,,Credit Card,
4067,Trench Coat,104,12/11/2022,3.3,Credit Card,
3967,Camisole,38,11/9/2023,3.9,Credit Card,
4007,Poncho,159,19-07-2023,3,Cash,
3984,Pajamas,195,3/7/2023,4.8,Cash,
3965,Blouse,171,22-12-2022,1.9,Cash,
4088,Shorts,,10/6/2023,3.2,Cash,
4108,Skirt,177,2/12/2022,2.3,Cash,
3972,Jeans,158,16-07-2023,4.5,Cash,
4077,Blouse,194,19-12-2022,1.6,Credit Card,
3987,Pants,,4/5/2023,3.7,Cash,
4021,Raincoat,144,26-09-2023,1,Cash,
3968,Trench Coat,168,16-03-2023,3.8,Cash,
3973,T-shirt,107,14-01-2023,1.5,Credit Card,
4034,Jumpsuit,,29-01-2023,3.5,Credit Card,
3959,Umbrella,18,27-05-2023,3.9,Credit Card,
3981,Boots,189,17-11-2022,2,Credit Card,
3988,Sweater,,24-05-2023,4,Credit Card,
4111,Umbrella,,5/10/2022,1.7,Credit Card,
4009,Trousers,48,2/7/2023,3,Credit Card,
4107,Belt,62,6/5/2023,1.4,Credit Card,
4008,Loafers,166,8/3/2023,3.3,Credit Card,
4004,Poncho,198,10/8/2023,2.5,Cash,
4046,T-shirt,190,13-02-2023,3.8,Cash,
3964,Belt,,28-12-2022,2.4,Credit Card,
3980,Onesie,93,27-04-2023,,Cash,
3994,Cardigan,132,29-07-2023,3.8,Credit Card,
4028,Cardigan,90,28-02-2023,3,Credit Card,
4105,Kimono,127,21-12-2022,2.6,Credit Card,
4046,Hoodie,97,17-10-2022,4.9,Cash,
4047,Tunic,183,15-01-2023,2.4,Cash,
3998,Belt,194,23-09-2023,3.1,Credit Card,
4085,Boots,187,31-07-2023,,Cash,
4113,Flip-Flops,133,3/7/2023,4.9,Credit Card,
4018,Pants,,18-09-2023,,Cash,
4086,Camisole,152,7/9/2023,1.7,Credit Card,
4102,Trench Coat,86,30-01-2023,3.1,Cash,
3974,Hat,190,15-11-2022,,Credit Card,
3982,Boots,190,12/9/2023,1.1,Cash,
4105,Sneakers,132,31-01-2023,3.3,Credit Card,
3960,Jumpsuit,194,18-03-2023,4.8,Cash,
4092,Shorts,41,5/3/2023,3.5,Credit Card,
4012,Sandals,149,18-09-2023,1.9,Credit Card,
4006,Tank Top,111,25-08-2023,4.5,Credit Card,
4029,Boots,47,5/8/2023,3.4,Credit Card,
4000,Wallet,83,21-09-2023,4.6,Cash,
4094,Belt,30,11/10/2022,4.5,Cash,
3958,Socks,123,28-11-2022,1.6,Cash,
3982,Onesie,132,23-02-2023,1.1,Cash,
4011,Romper,147,3/4/2023,,Credit Card,
4086,Skirt,153,18-07-2023,4.8,Credit Card,
4078,Tank Top,45,10/8/2023,4.2,Credit Card,
4050,Camisole,,4/5/2023,2.2,Cash,
4107,Trench Coat,71,20-05-2023,1.7,Cash,
4004,Flip-Flops,181,15-10-2022,4.6,Credit Card,
4069,Hat,67,14-04-2023,3.4,Cash,
3984,Socks,23,4/8/2023,4.7,Credit Card,
4003,Slippers,,1/1/2023,4.7,Cash,
4047,Handbag,130,3/11/2022,2.6,Credit Card,
4054,Handbag,,13-08-2023,1.5,Credit Card,
4065,Pants,11,25-03-2023,2.4,Credit Card,
4011,Gloves,50,4/7/2023,2,Credit Card,
4088,Shorts,131,14-05-2023,1.8,Cash,
4015,Blouse,61,7/1/2023,2.4,Credit Card,
4061,Vest,83,3/10/2022,4.7,Cash,
3985,Dress,175,8/4/2023,4.6,Credit Card,
4037,Sneakers,,11/2/2023,4.4,Cash,
3988,Socks,176,8/8/2023,,Cash,
4076,Pants,146,30-06-2023,3.7,Credit Card,
3985,Belt,19,24-12-2022,3.1,Cash,
4090,Jeans,54,18-02-2023,3.1,Cash,
3991,Flip-Flops,55,28-01-2023,3.2,Cash,
4083,Socks,19,16-07-2023,2.3,Credit Card,
4049,Hoodie,111,21-06-2023,1.8,Cash,
4030,Sweater,57,21-02-2023,2.7,Cash,
4099,Pajamas,84,4/9/2023,1.3,Cash,
3967,Tie,12,4/2/2023,,Credit Card,
3978,Flannel Shirt,164,29-10-2022,3.2,Cash,
4040,Blazer,,24-09-2023,2.2,Cash,
4083,Tank Top,82,16-12-2022,4.1,Cash,
3986,Handbag,174,22-09-2023,3.8,Credit Card,
4055,Gloves,136,14-09-2023,1.2,Credit Card,
4029,Gloves,44,9/11/2022,2.2,Credit Card,
4073,Trousers,129,28-05-2023,4.6,Cash,
4110,Belt,38,4/7/2023,3.6,Credit Card,
4036,Onesie,197,28-11-2022,3.1,Cash,
4070,Sweater,75,2/5/2023,,Cash,
4014,Trench Coat,13,31-05-2023,1.8,Credit Card,
4098,Belt,85,16-06-2023,1.2,Credit Card,
4061,Backpack,59,4/10/2022,4.5,Cash,
4031,Sweater,,17-04-2023,3.1,Cash,
4066,Blazer,113,22-08-2023,2.5,Cash,
4005,Shorts,141,12/4/2023,4.6,Cash,
3974,Sneakers,112,26-08-2023,,Credit Card,
4078,Swimsuit,57,17-02-2023,4.6,Credit Card,
4051,Sneakers,132,6/9/2023,1.3,Cash,
4002,Raincoat,73,23-01-2023,1.8,Credit Card,
3960,Romper,,14-09-2023,1.1,Cash,
4082,Tie,124,29-11-2022,1.8,Cash,
3983,Boots,94,26-03-2023,4.7,Cash,
4058,Leggings,195,28-08-2023,,Cash,
4069,Sweater,76,29-06-2023,4.3,Credit Card,
4090,Hat,187,25-07-2023,4.9,Credit Card,
3978,Dress,180,28-10-2022,4.3,Cash,
3987,T-shirt,,23-11-2022,4.4,Credit Card,
3993,Sweater,113,14-04-2023,,Credit Card,
4058,Wallet,190,31-08-2023,2,Credit Card,
4059,Poncho,186,8/2/2023,4.5,Cash,
4108,Leggings,,26-07-2023,3.3,Credit Card,
3983,Scarf,85,3/9/2023,3.5,Cash,
4000,Cardigan,66,13-12-2022,4.5,Credit Card,
3973,Onesie,44,1/9/2023,2.1,Credit Card,
4050,Sneakers,126,20-06-2023,2.7,Credit Card,
4007,Loafers,165,18-11-2022,2.1,Cash,
4043,Skirt,189,19-03-2023,4.3,Credit Card,
4008,Belt,130,2/10/2022,3.4,Credit Card,
4109,Hat,180,12/1/2023,2.6,Credit Card,
4060,Sandals,73,19-05-2023,2.8,Credit Card,
3988,Kimono,162,25-10-2022,1.9,Cash,
4016,Swimsuit,30,29-11-2022,1.5,Credit Card,
4065,Trousers,145,2/6/2023,3,Credit Card,
4084,Blazer,29,29-10-2022,2.3,Credit Card,
4028,Shorts,38,4/8/2023,2,Cash,
4105,Skirt,,20-12-2022,4.7,Cash,
4108,Wallet,139,1/5/2023,3.1,Cash,
4026,T-shirt,147,20-08-2023,3.3,Cash,
4121,Umbrella,,3/3/2023,1.5,Cash,
4059,Sun Hat,143,23-10-2022,4.5,Credit Card,
4048,Jumpsuit,184,18-05-2023,3.2,Cash,
4078,Blouse,159,26-10-2022,1.5,Credit Card,
4111,Trousers,140,14-01-2023,2.9,Credit Card,
4060,Swimsuit,24,17-10-2022,1.9,Credit Card,
4081,Poncho,141,21-06-2023,1.7,Cash,
4087,Swimsuit,154,20-08-2023,4.2,Cash,
4028,Poncho,,5/7/2023,3.5,Cash,
3994,Jumpsuit,88,18-10-2022,1.6,Credit Card,
4073,Slippers,111,24-06-2023,1.2,Credit Card,
3984,Flannel Shirt,10,25-08-2023,4.1,Credit Card,
3988,Loafers,158,4/11/2022,1.8,Credit Card,
4021,Swimsuit,,22-05-2023,3.3,Cash,
4082,Boots,189,22-12-2022,2.4,Cash,
4084,Backpack,,25-04-2023,4.7,Credit Card,
4016,Sneakers,27,17-12-2022,1.8,Cash,
4117,Scarf,130,29-06-2023,2.6,Cash,
3991,Slippers,,25-12-2022,2.2,Cash,
3964,Pajamas,44,5/8/2023,,Cash,
3982,Hoodie,196,2/5/2023,1.8,Cash,
3970,Skirt,117,10/7/2023,2.8,Credit Card,
3974,Blouse,107,30-12-2022,1.3,Credit Card,
4084,Handbag,106,31-08-2023,3.1,Cash,
3963,Poncho,184,2/3/2023,1.6,Credit Card,
4002,Loafers,148,4/3/2023,1.2,Credit Card,
4054,Shorts,,28-06-2023,2.6,Credit Card,
4111,Dress,40,18-03-2023,3.5,Cash,
4040,Slippers,,17-10-2022,4.7,Cash,
3996,Backpack,145,5/9/2023,1.6,Cash,
4034,Socks,,11/10/2022,1.9,Credit Card,
4116,Socks,10,24-05-2023,3.3,Credit Card,
4116,Romper,86,16-12-2022,4.1,Cash,
3981,Bowtie,194,23-06-2023,1.9,Credit Card,
3976,Skirt,146,18-06-2023,3.3,Credit Card,
4090,Jacket,68,4/9/2023,,Credit Card,
4083,Polo Shirt,98,25-07-2023,4.6,Credit Card,
4076,Flip-Flops,,24-03-2023,3.6,Credit Card,
4008,Trousers,,18-07-2023,3.5,Credit Card,
4032,Blazer,38,4/1/2023,4,Credit Card,
4084,Camisole,,26-08-2023,3.5,Credit Card,
4082,Onesie,167,29-08-2023,5,Cash,
4086,Tunic,14,29-05-2023,4.7,Credit Card,
4023,Socks,27,21-08-2023,3.1,Cash,
4095,Polo Shirt,,20-02-2023,1.6,Cash,
4044,Camisole,,16-11-2022,1.7,Cash,
4095,Pants,190,9/11/2022,5,Cash,
4096,Dress,72,4/5/2023,2.5,Cash,
3961,Blouse,112,5/7/2023,,Cash,
3965,Socks,148,3/10/2022,1.6,Cash,
4067,Tie,24,6/5/2023,3.8,Cash,
3987,Sun Hat,,1/8/2023,1.9,Credit Card,
4055,Romper,69,17-09-2023,4.4,Credit Card,
4072,Sandals,197,28-11-2022,4.8,Credit Card,
4037,Tunic,157,5/8/2023,2.7,Credit Card,
4053,Sun Hat,182,17-04-2023,2.8,Cash,
4070,Raincoat,70,27-11-2022,2.5,Cash,
4074,Swimsuit,46,28-12-2022,2.6,Cash,
3966,Bowtie,143,31-05-2023,1.8,Cash,
3965,Handbag,86,27-04-2023,1.8,Cash,
4002,Romper,152,20-04-2023,4.5,Cash,
4099,Shorts,198,8/12/2022,3.5,Cash,
4034,Belt,170,9/10/2022,3.2,Cash,
3999,Jacket,152,14-07-2023,2.6,Cash,
4082,Onesie,98,18-10-2022,1.9,Cash,
4067,Tie,181,30-06-2023,1.4,Cash,
3991,Flannel Shirt,144,9/12/2022,2.2,Cash,
4036,Trench Coat,116,10/10/2022,4.1,Credit Card,
4056,Jeans,86,1/2/2023,1.2,Cash,
4081,Coat,147,17-08-2023,3.2,Credit Card,
3985,Loafers,67,2/12/2022,2.5,Cash,
4102,Sneakers,191,23-05-2023,1.7,Cash,
4082,Tank Top,,31-10-2022,3.8,Cash,
4098,Blouse,24,23-08-2023,3.7,Credit Card,
4095,Cardigan,116,30-12-2022,4,Cash,
4103,Dress,44,5/5/2023,1.6,Cash,
4077,Sunglasses,75,9/1/2023,4.1,Credit Card,
4078,Sweater,175,11/9/2023,2.6,Credit Card,
4100,Tank Top,,14-02-2023,4.5,Cash,
3997,Socks,104,22-02-2023,4.7,Credit Card,
4086,Poncho,,16-02-2023,4.7,Cash,
3971,Vest,58,21-01-2023,3.9,Cash,
4057,Kimono,,17-03-2023,3.7,Credit Card,
4024,Umbrella,164,2/8/2023,1.3,Cash,
4083,Polo Shirt,28,15-04-2023,,Credit Card,
4108,Trench Coat,,20-08-2023,1.2,Credit Card,
4053,Jacket,195,31-08-2023,2.3,Cash,
4114,Coat,65,4/1/2023,1.8,Cash,
4047,Bowtie,95,26-08-2023,1.9,Cash,
4029,Tunic,13,8/2/2023,2.5,Credit Card,
4039,Trench Coat,58,22-03-2023,3.3,Cash,
3972,Pajamas,40,26-06-2023,2.9,Cash,
3964,Sun Hat,132,15-09-2023,2.2,Credit Card,
4108,Jumpsuit,188,7/6/2023,3.2,Credit Card,
3968,Pajamas,62,5/10/2022,1.6,Cash,
3989,Vest,71,12/11/2022,3.1,Credit Card,
4050,Loafers,82,1/1/2023,1.6,Cash,
4046,Sneakers,146,7/10/2022,2.9,Credit Card,
4106,Scarf,88,2/3/2023,3.8,Cash,
3963,Hat,141,5/9/2023,4.9,Credit Card,
4117,T-shirt,129,3/9/2023,1.6,Credit Card,
4044,Coat,,14-12-2022,4,Cash,
4054,Sunglasses,130,3/3/2023,2.5,Cash,
3981,Scarf,91,24-12-2022,1.7,Credit Card,
4066,Slippers,104,3/9/2023,,Credit Card,
4045,Tank Top,21,11/4/2023,4.3,Cash,
4048,T-shirt,66,20-01-2023,3.3,Cash,
4062,Trench Coat,14,28-04-2023,4.6,Credit Card,
4046,Overalls,159,3/8/2023,4.8,Credit Card,
3971,Trench Coat,116,11/10/2022,4.5,Credit Card,
4019,Romper,60,28-07-2023,4.5,Cash,
4020,Camisole,107,17-11-2022,,Cash,
4017,Flannel Shirt,72,20-12-2022,2.2,Credit Card,
4122,Sandals,177,24-01-2023,1.6,Cash,
4036,Blazer,96,24-05-2023,4.2,Cash,
4108,Gloves,135,6/4/2023,4.8,Credit Card,
3978,Cardigan,174,6/2/2023,3.8,Credit Card,
3973,Romper,127,6/10/2022,1.3,Cash,
4035,Sneakers,,3/1/2023,4.2,Cash,
3986,Sun Hat,53,11/7/2023,,Cash,
4043,Shorts,,15-02-2023,2.7,Cash,
4000,Coat,57,20-07-2023,4.4,Cash,
3962,Gloves,148,21-05-2023,2.1,Cash,
4094,Dress,25,27-04-2023,4.7,Cash,
4040,Polo Shirt,29,27-09-2023,4.6,Cash,
3966,Boots,181,1/11/2022,,Credit Card,
4074,Cardigan,,6/2/2023,2.2,Cash,
4065,Dress,,10/8/2023,2.7,Cash,
4102,Handbag,,12/4/2023,,Cash,
4088,Pants,27,30-08-2023,4,Cash,
4064,Sneakers,12,19-05-2023,1.3,Credit Card,
4025,Blouse,126,2/10/2022,1.5,Cash,
3962,Sneakers,168,8/12/2022,3.5,Cash,
4077,Sweater,167,1/3/2023,1.1,Credit Card,
4107,Backpack,178,3/2/2023,4.6,Cash,
3962,Boots,11,12/4/2023,1.1,Credit Card,
4038,Scarf,115,13-03-2023,3.8,Cash,
4053,Polo Shirt,,9/12/2022,4.2,Credit Card,
4103,Shorts,80,20-09-2023,4.1,Credit Card,
4056,T-shirt,83,8/3/2023,2.4,Cash,
4039,Backpack,,23-10-2022,3.9,Cash,
4103,Raincoat,182,31-03-2023,3,Cash,
3982,Handbag,55,1/4/2023,4.7,Cash,
4082,Loafers,,23-01-2023,1.3,Credit Card,
3982,Swimsuit,,24-09-2023,2.3,Cash,
4009,Leggings,,7/5/2023,1.5,Cash,
4043,Hoodie,,9/2/2023,4.2,Cash,
4084,Romper,100,15-06-2023,1.3,Credit Card,
4085,Sun Hat,111,11/11/2022,1.6,Credit Card,
4043,Sandals,,25-09-2023,4.1,Credit Card,
3999,Camisole,127,1/7/2023,1,Credit Card,
4114,Blouse,188,15-05-2023,,Credit Card,
4033,Tie,185,8/4/2023,4.5,Cash,
4050,Flip-Flops,30,21-02-2023,1.6,Cash,
4068,Cardigan,176,14-09-2023,4.5,Credit Card,
4008,Leggings,33,10/10/2022,4.5,Cash,
4084,Sweater,106,3/2/2023,1.4,Credit Card,
4119,Handbag,24,24-04-2023,3.8,Cash,
3976,T-shirt,189,26-09-2023,4,Credit Card,
4094,Raincoat,,18-02-2023,,Credit Card,
4011,Gloves,121,20-06-2023,,Credit Card,
4030,Camisole,94,8/7/2023,1,Credit Card,
4024,Sneakers,34,16-12-2022,1.9,Credit Card,
3969,Hat,20,1/12/2022,,Cash,
4033,Sandals,187,31-03-2023,,Credit Card,
4103,Jeans,131,20-07-2023,3.1,Credit Card,
4059,Polo Shirt,29,21-05-2023,1.8,Credit Card,
4014,Wallet,81,14-06-2023,3.4,Credit Card,
4116,Jumpsuit,154,6/2/2023,2.2,Cash,
3980,Jumpsuit,55,24-06-2023,4.5,Credit Card,
4105,Slippers,90,9/4/2023,,Cash,
3981,Skirt,,20-02-2023,1,Cash,
4108,Camisole,46,1/10/2023,1.8,Cash,
4043,Poncho,192,24-04-2023,3.2,Cash,
4026,Tank Top,29,30-04-2023,3.8,Credit Card,
3974,Pajamas,154,18-12-2022,1.3,Cash,
4102,Backpack,109,11/1/2023,2.3,Cash,
4092,Sandals,148,6/12/2022,1.6,Cash,
4078,Handbag,199,28-01-2023,3.4,Cash,
4066,Handbag,,9/5/2023,3,Cash,
4010,Loafers,195,21-10-2022,2.7,Credit Card,
4045,Sun Hat,,15-04-2023,3.9,Credit Card,
3976,Scarf,98,26-04-2023,3.6,Credit Card,
4034,Bowtie,,27-05-2023,2,Credit Card,
4086,Gloves,29,7/8/2023,1.3,Credit Card,
4033,Leggings,167,17-08-2023,,Credit Card,
4067,Sneakers,111,29-06-2023,3.9,Cash,
4095,Scarf,93,28-04-2023,4.3,Cash,
4037,Slippers,,24-02-2023,,Cash,
4008,Handbag,125,28-07-2023,3.9,Cash,
4063,Tunic,101,8/11/2022,,Cash,
4059,Vest,106,7/12/2022,1.4,Credit Card,
4021,Pants,184,10/4/2023,4.7,Credit Card,
4116,Bowtie,107,26-07-2023,3.7,Credit Card,
4088,Gloves,,9/3/2023,1.3,Credit Card,
4073,Camisole,73,19-07-2023,4.4,Credit Card,
4097,Camisole,31,7/6/2023,4,Credit Card,
4003,Belt,107,8/9/2023,3,Cash,
3961,Swimsuit,172,30-12-2022,2.3,Credit Card,
4117,Pants,,10/12/2022,1.8,Credit Card,
4089,Onesie,102,27-10-2022,1.2,Credit Card,
4004,Hoodie,,10/2/2023,2.9,Credit Card,
4104,Kimono,,5/1/2023,4.7,Cash,
4084,Hat,102,7/8/2023,4.9,Cash,
4011,Overalls,36,27-06-2023,4.6,Cash,
4076,Hat,,18-04-2023,1.6,Cash,
4025,Hat,,4/1/2023,2.7,Cash,
4120,Socks,152,25-12-2022,,Credit Card,
4093,Sunglasses,36,30-04-2023,2.3,Cash,
4114,Kimono,,17-07-2023,3.5,Cash,
4068,Camisole,33,15-08-2023,1.1,Cash,
4101,Hat,93,6/12/2022,3.6,Credit Card,
4117,Backpack,13,7/10/2022,3.4,Cash,
3972,Cardigan,109,16-04-2023,1.4,Credit Card,
4090,Jeans,195,3/5/2023,1.6,Credit Card,
4008,Blazer,72,23-04-2023,1.1,Credit Card,
4050,Coat,53,8/11/2022,2.2,Cash,
4075,Hat,53,22-05-2023,3.2,Cash,
3994,Vest,,20-07-2023,2.9,Cash,
4018,Umbrella,136,27-07-2023,2.7,Credit Card,
3995,Loafers,,28-04-2023,1.6,Cash,
4033,Socks,,31-12-2022,1.2,Cash,
4068,Jacket,86,6/1/2023,1.3,Cash,
4062,Pants,29,27-03-2023,2.9,Cash,
4038,Jacket,73,13-04-2023,1.9,Credit Card,
3973,Belt,136,10/8/2023,4.2,Credit Card,
4119,Boots,60,31-07-2023,1.1,Credit Card,
4009,Overalls,44,5/8/2023,1.6,Credit Card,
4062,Backpack,111,3/9/2023,3.7,Cash,
4025,Vest,168,20-12-2022,1.5,Credit Card,
4030,Skirt,94,30-07-2023,2.1,Credit Card,
4122,Camisole,120,6/8/2023,4.2,Cash,
3998,Flannel Shirt,176,9/7/2023,2.5,Credit Card,
4022,Blouse,44,5/2/2023,1.3,Credit Card,
4110,Camisole,164,20-01-2023,2.7,Cash,
4017,Tunic,61,15-03-2023,2.3,Credit Card,
4060,T-shirt,55,12/7/2023,4.5,Credit Card,
4018,Loafers,91,3/6/2023,4.7,Credit Card,
3986,Skirt,187,24-04-2023,4.1,Credit Card,
3995,Pajamas,157,13-07-2023,3.3,Credit Card,
4006,Pajamas,93,22-06-2023,1.8,Cash,
3964,Jeans,110,27-05-2023,2.3,Cash,
4019,Shorts,154,30-09-2023,4.9,Cash,
4036,T-shirt,,12/6/2023,3.4,Credit Card,
4075,Tunic,56,20-05-2023,4.3,Cash,
4081,Backpack,150,10/8/2023,2.9,Cash,
4100,Dress,,5/1/2023,,Credit Card,
4068,Blouse,191,10/4/2023,1.4,Credit Card,
4065,Boots,84,12/5/2023,3.5,Credit Card,
4122,Jumpsuit,27,8/10/2022,,Cash,
3966,Hoodie,114,5/3/2023,3.4,Credit Card,
4008,Sneakers,45,3/12/2022,4.8,Cash,
3997,Pants,71,5/2/2023,2.8,Cash,
4026,Handbag,49,9/2/2023,4.2,Cash,
3991,Loafers,106,27-06-2023,1.6,Credit Card,
3964,T-shirt,,29-12-2022,1.2,Credit Card,
4023,T-shirt,132,27-10-2022,3.5,Cash,
4028,Skirt,146,26-06-2023,4.3,Credit Card,
4097,Polo Shirt,187,7/2/2023,1.6,Cash,
4002,Poncho,19,9/8/2023,2.3,Cash,
4121,Trousers,102,5/2/2023,3.4,Credit Card,
3967,Romper,147,19-11-2022,4.3,Credit Card,
4081,Hoodie,31,18-03-2023,4.8,Credit Card,
3962,Socks,,12/1/2023,1.5,Cash,
3971,Blouse,180,6/8/2023,3.9,Cash,
3978,Onesie,175,29-06-2023,4.2,Cash,
4037,Tunic,154,7/1/2023,4.2,Credit Card,
4111,Sunglasses,183,4/8/2023,4.3,Cash,
4033,Bowtie,94,14-11-2022,,Cash,
3973,Coat,120,20-12-2022,1.6,Credit Card,
4061,Blazer,,5/12/2022,,Credit Card,
4050,Trousers,,26-04-2023,4,Cash,
3980,Onesie,142,7/10/2022,,Credit Card,
4058,Pants,186,17-10-2022,4.6,Cash,
3992,Boots,124,4/10/2022,3.5,Credit Card,
4017,Sweater,128,5/11/2022,3.4,Credit Card,
3985,Polo Shirt,160,27-02-2023,1.4,Credit Card,
4103,Tank Top,48,3/3/2023,2.1,Cash,
4085,Sneakers,16,27-10-2022,2.8,Credit Card,
3987,Handbag,85,1/9/2023,1.5,Credit Card,
4090,Polo Shirt,31,4/9/2023,1.5,Credit Card,
4105,Shorts,,24-09-2023,3.2,Cash,
4091,Jeans,46,28-05-2023,2.3,Cash,
4021,Dress,97,24-04-2023,3.2,Cash,
4084,Skirt,62,16-12-2022,3.6,Cash,
3980,Polo Shirt,99,13-08-2023,2.3,Credit Card,
4017,Cardigan,122,5/11/2022,1.1,Cash,
4110,Skirt,125,7/3/2023,3.3,Cash,
3988,Trench Coat,86,31-08-2023,4.5,Credit Card,
4037,Tie,,5/9/2023,,Credit Card,
4041,Pants,15,26-01-2023,1.5,Credit Card,
4106,T-shirt,175,19-10-2022,,Credit Card,
4056,Gloves,,24-02-2023,,Credit Card,
4017,Jeans,199,17-07-2023,3.1,Credit Card,
4065,Gloves,54,7/11/2022,1.9,Credit Card,
4012,Belt,94,21-01-2023,4.9,Credit Card,
3993,Pajamas,128,4/3/2023,2.7,Credit Card,
