Customer Reference ID,Item Purchased,Purchase Amount (USD),Date Purchase,Review Rating,Payment Method,Year,Month,Month_Name,Day,Weekday
4023,Sneakers,140,1/6/2023,1.9,Cash,2023,1,Jan,6,Friday
4051,Pants,102,12/29/2022,2.2,Cash,2022,12,Dec,29,Thursday
4004,Gloves,64,3/4/2023,2.1,Credit Card,2023,3,Mar,4,Saturday
4009,Sneakers,134,9/24/2023,1.9,Credit Card,2023,9,Sep,24,Sunday
3965,Skirt,49,10/23/2022,2.8,Cash,2022,10,Oct,23,Sunday
4045,Gloves,35,2/25/2023,4,Cash,2023,2,Feb,25,Saturday
3994,Pajamas,148,7/15/2023,2.5,Credit Card,2023,7,Jul,15,Saturday
4052,Skirt,144,1/22/2023,2.6,Credit Card,2023,1,Jan,22,Sunday
4095,Hat,168,3/8/2023,1.4,Credit Card,2023,3,Mar,8,Wednesday
4093,Camisole,51,2/15/2023,1.5,Cash,2023,2,Feb,15,Wednesday
3988,Slippers,169,6/13/2023,3.4,Credit Card,2023,6,Jun,13,Tuesday
3963,Kimono,52,12/27/2022,2.3,Cash,2022,12,Dec,27,Tuesday
4060,Skirt,21,1/22/2023,4.9,Credit Card,2023,1,Jan,22,Sunday
4084,Flannel Shirt,183,2/16/2023,2.4,Credit Card,2023,2,Feb,16,Thursday
3994,Raincoat,123,3/27/2023,1.4,Cash,2023,3,Mar,27,Monday
4074,Tank Top,124,5/9/2023,1,Cash,2023,5,May,9,Tuesday
4038,Sunglasses,71,3/22/2023,2.6,Credit Card,2023,3,Mar,22,Wednesday
3996,Cardigan,130,1/10/2023,2.4,Cash,2023,1,Jan,10,Tuesday
3958,Sun Hat,59,6/15/2023,4.3,Credit Card,2023,6,Jun,15,Thursday
4096,Sneakers,156,4/19/2023,4.4,Cash,2023,4,Apr,19,Wednesday
4086,Loafers,128,7/22/2023,5,Credit Card,2023,7,Jul,22,Saturday
4122,Sweater,117,5/19/2023,2.6,Credit Card,2023,5,May,19,Friday
4032,Coat,61,7/20/2023,4.8,Cash,2023,7,Jul,20,Thursday
4078,Leggings,45,10/7/2022,3.6,Credit Card,2022,10,Oct,7,Friday
4031,Tunic,23,12/25/2022,1.6,Credit Card,2022,12,Dec,25,Sunday
4103,Pajamas,105,4/3/2023,3.3,Credit Card,2023,4,Apr,3,Monday
3994,Hat,36,3/1/2023,1.6,Credit Card,2023,3,Mar,1,Wednesday
4101,Raincoat,142,7/3/2023,4,Credit Card,2023,7,Jul,3,Monday
4079,Sun Hat,141,12/11/2022,1.6,Credit Card,2022,12,Dec,11,Sunday
3992,Vest,66,7/15/2023,4,Cash,2023,7,Jul,15,Saturday
4098,Onesie,99,7/19/2023,1.7,Cash,2023,7,Jul,19,Wednesday
3986,Slippers,116,10/23/2022,1.4,Cash,2022,10,Oct,23,Sunday
3963,Sandals,70,9/19/2023,3.5,Cash,2023,9,Sep,19,Tuesday
4059,T-shirt,30,5/29/2023,2.1,Cash,2023,5,May,29,Monday
4115,Umbrella,17,12/29/2022,4.1,Cash,2022,12,Dec,29,Thursday
4013,Trench Coat,35,1/11/2023,4.6,Cash,2023,1,Jan,11,Wednesday
4048,Pants,47,5/12/2023,4.7,Cash,2023,5,May,12,Friday
4040,Blouse,130,2/15/2023,3.4,Credit Card,2023,2,Feb,15,Wednesday
3971,Pants,45,11/3/2022,1.6,Cash,2022,11,Nov,3,Thursday
4121,Sunglasses,11,10/8/2022,1.4,Cash,2022,10,Oct,8,Saturday
4006,Poncho,14,10/3/2022,1.4,Cash,2022,10,Oct,3,Monday
4106,Sneakers,48,8/2/2023,4.9,Cash,2023,8,Aug,2,Wednesday
4091,Sweater,196,3/24/2023,3.1,Cash,2023,3,Mar,24,Friday
4013,Camisole,118,1/26/2023,3.4,Cash,2023,1,Jan,26,Thursday
4007,Swimsuit,87,3/23/2023,4.6,Cash,2023,3,Mar,23,Thursday
3978,Jumpsuit,173,3/11/2023,3.5,Cash,2023,3,Mar,11,Saturday
4094,Boots,127,6/5/2023,2.9,Credit Card,2023,6,Jun,5,Monday
3979,Loafers,137,12/30/2022,1.9,Credit Card,2022,12,Dec,30,Friday
4088,Tie,14,11/17/2022,4.8,Credit Card,2022,11,Nov,17,Thursday
4057,Romper,157,4/20/2023,1.3,Credit Card,2023,4,Apr,20,Thursday
4082,Hat,10,1/30/2023,4.5,Cash,2023,1,Jan,30,Monday
4038,Bowtie,71,3/15/2023,1.9,Cash,2023,3,Mar,15,Wednesday
4111,Raincoat,57,7/31/2023,3.6,Credit Card,2023,7,Jul,31,Monday
4111,Overalls,31,8/6/2023,4.9,Credit Card,2023,8,Aug,6,Sunday
4087,Trench Coat,102,10/10/2022,3.1,Cash,2022,10,Oct,10,Monday
4049,Sneakers,139,7/26/2023,1.5,Credit Card,2023,7,Jul,26,Wednesday
4058,Belt,139,1/22/2023,3.6,Cash,2023,1,Jan,22,Sunday
3994,Flannel Shirt,109,6/3/2023,4.7,Credit Card,2023,6,Jun,3,Saturday
4051,Gloves,105,11/10/2022,2.5,Credit Card,2022,11,Nov,10,Thursday
4052,Handbag,27,9/11/2023,1.7,Cash,2023,9,Sep,11,Monday
3960,Hoodie,197,5/8/2023,1.1,Cash,2023,5,May,8,Monday
4029,Blazer,36,10/27/2022,1.6,Cash,2022,10,Oct,27,Thursday
4045,Tie,198,3/7/2023,3.3,Cash,2023,3,Mar,7,Tuesday
4046,Jumpsuit,44,6/9/2023,2.4,Cash,2023,6,Jun,9,Friday
4071,Hoodie,174,8/23/2023,2.8,Credit Card,2023,8,Aug,23,Wednesday
3979,Hoodie,128,11/19/2022,1.5,Credit Card,2022,11,Nov,19,Saturday
4012,Jacket,132,3/1/2023,4.1,Cash,2023,3,Mar,1,Wednesday
4070,Camisole,44,1/23/2023,2.3,Cash,2023,1,Jan,23,Monday
4070,Hoodie,127,6/17/2023,2.9,Credit Card,2023,6,Jun,17,Saturday
3998,Sunglasses,61,2/13/2023,2.4,Credit Card,2023,2,Feb,13,Monday
4065,Sweater,90,2/20/2023,1.3,Cash,2023,2,Feb,20,Monday
4063,Hoodie,141,1/18/2023,3.6,Credit Card,2023,1,Jan,18,Wednesday
3992,Poncho,149,5/24/2023,1.5,Cash,2023,5,May,24,Wednesday
4107,Cardigan,19,10/28/2022,2.8,Credit Card,2022,10,Oct,28,Friday
4110,Sun Hat,58,4/22/2023,3.2,Cash,2023,4,Apr,22,Saturday
3979,Kimono,22,4/12/2023,4.5,Credit Card,2023,4,Apr,12,Wednesday
3993,T-shirt,94,11/13/2022,2.7,Cash,2022,11,Nov,13,Sunday
4010,Belt,104,7/6/2023,1.3,Credit Card,2023,7,Jul,6,Thursday
4034,Umbrella,112,5/21/2023,3,Credit Card,2023,5,May,21,Sunday
4078,Trench Coat,108,8/31/2023,4.8,Credit Card,2023,8,Aug,31,Thursday
4091,Camisole,57,3/30/2023,1.8,Cash,2023,3,Mar,30,Thursday
4042,Blouse,137,5/2/2023,1.9,Credit Card,2023,5,May,2,Tuesday
4108,Kimono,31,5/2/2023,2.4,Cash,2023,5,May,2,Tuesday
4053,Trench Coat,30,5/29/2023,1.6,Cash,2023,5,May,29,Monday
3979,Umbrella,56,12/8/2022,3.1,Credit Card,2022,12,Dec,8,Thursday
3958,Umbrella,92,9/14/2023,2.5,Credit Card,2023,9,Sep,14,Thursday
4120,Tank Top,85,1/29/2023,2.5,Cash,2023,1,Jan,29,Sunday
4026,Shorts,164,4/26/2023,1.7,Credit Card,2023,4,Apr,26,Wednesday
4063,Vest,52,7/12/2023,3.5,Cash,2023,7,Jul,12,Wednesday
4001,T-shirt,99,11/5/2022,4,Credit Card,2022,11,Nov,5,Saturday
4099,Flip-Flops,196,4/8/2023,4.8,Credit Card,2023,4,Apr,8,Saturday
4075,Socks,100,9/4/2023,4.4,Credit Card,2023,9,Sep,4,Monday
4102,Poncho,121,3/3/2023,4.8,Credit Card,2023,3,Mar,3,Friday
3992,T-shirt,24,9/22/2023,2.2,Credit Card,2023,9,Sep,22,Friday
4004,Belt,103,6/24/2023,2.9,Cash,2023,6,Jun,24,Saturday
4054,Tank Top,183,4/10/2023,4.8,Credit Card,2023,4,Apr,10,Monday
4082,Raincoat,183,7/21/2023,4.7,Credit Card,2023,7,Jul,21,Friday
3967,Boots,18,10/19/2022,4.8,Cash,2022,10,Oct,19,Wednesday
4106,Wallet,175,12/17/2022,1.6,Credit Card,2022,12,Dec,17,Saturday
4034,Flannel Shirt,108,5/21/2023,4.1,Cash,2023,5,May,21,Sunday
4083,Umbrella,18,6/2/2023,4.8,Cash,2023,6,Jun,2,Friday
4100,Loafers,183,9/23/2023,4.1,Credit Card,2023,9,Sep,23,Saturday
4075,Dress,104,12/26/2022,2.6,Credit Card,2022,12,Dec,26,Monday
4014,Loafers,29,7/24/2023,4.3,Cash,2023,7,Jul,24,Monday
3957,Coat,90,10/7/2022,2.1,Credit Card,2022,10,Oct,7,Friday
3996,Umbrella,73,6/23/2023,1.5,Cash,2023,6,Jun,23,Friday
4024,Tunic,16,3/8/2023,4.8,Cash,2023,3,Mar,8,Wednesday
4033,Flannel Shirt,137,3/22/2023,2.8,Cash,2023,3,Mar,22,Wednesday
4120,Gloves,153,10/22/2022,4,Cash,2022,10,Oct,22,Saturday
4077,Jacket,190,5/22/2023,2.2,Credit Card,2023,5,May,22,Monday
3988,Swimsuit,166,8/30/2023,3.5,Credit Card,2023,8,Aug,30,Wednesday
4030,Blouse,135,7/16/2023,3.6,Cash,2023,7,Jul,16,Sunday
4063,Trench Coat,44,4/17/2023,1.5,Credit Card,2023,4,Apr,17,Monday
4002,Raincoat,125,10/12/2022,2.8,Credit Card,2022,10,Oct,12,Wednesday
4122,Belt,32,1/30/2023,4.6,Cash,2023,1,Jan,30,Monday
4019,Kimono,91,4/6/2023,2.1,Cash,2023,4,Apr,6,Thursday
3964,Pajamas,191,4/30/2023,2.5,Credit Card,2023,4,Apr,30,Sunday
4027,Swimsuit,86,10/19/2022,3.3,Cash,2022,10,Oct,19,Wednesday
4083,Shorts,192,3/23/2023,3.8,Cash,2023,3,Mar,23,Thursday
3974,Trousers,189,10/20/2022,4,Cash,2022,10,Oct,20,Thursday
4110,Umbrella,102,1/26/2023,1.4,Credit Card,2023,1,Jan,26,Thursday
4049,Boots,41,9/28/2023,3.4,Cash,2023,9,Sep,28,Thursday
4105,Polo Shirt,45,2/5/2023,2.5,Cash,2023,2,Feb,5,Sunday
4080,Jumpsuit,136,5/17/2023,3.7,Cash,2023,5,May,17,Wednesday
4068,Cardigan,104,5/7/2023,3.6,Credit Card,2023,5,May,7,Sunday
4023,Blazer,151,8/1/2023,2.1,Credit Card,2023,8,Aug,1,Tuesday
4078,Cardigan,26,2/4/2023,3,Credit Card,2023,2,Feb,4,Saturday
3987,Sandals,193,1/18/2023,4.3,Credit Card,2023,1,Jan,18,Wednesday
4052,Scarf,144,10/15/2022,1.3,Cash,2022,10,Oct,15,Saturday
4088,T-shirt,114,4/22/2023,4.2,Credit Card,2023,4,Apr,22,Saturday
4104,Poncho,28,6/6/2023,3,Credit Card,2023,6,Jun,6,Tuesday
4023,Sunglasses,28,5/15/2023,4.1,Credit Card,2023,5,May,15,Monday
3998,Vest,184,9/7/2023,3.2,Cash,2023,9,Sep,7,Thursday
4105,Scarf,42,1/18/2023,2.5,Credit Card,2023,1,Jan,18,Wednesday
3971,Blazer,151,10/13/2022,4.7,Credit Card,2022,10,Oct,13,Thursday
3994,Backpack,56,4/27/2023,3.4,Cash,2023,4,Apr,27,Thursday
4038,Trench Coat,43,5/31/2023,4.2,Cash,2023,5,May,31,Wednesday
4075,Dress,24,9/25/2023,3.3,Credit Card,2023,9,Sep,25,Monday
3991,Overalls,142,12/2/2022,4.1,Credit Card,2022,12,Dec,2,Friday
3970,Sweater,191,1/3/2023,4,Cash,2023,1,Jan,3,Tuesday
4026,Raincoat,142,1/3/2023,4.2,Credit Card,2023,1,Jan,3,Tuesday
4049,T-shirt,30,5/5/2023,3.3,Credit Card,2023,5,May,5,Friday
4064,Flip-Flops,172,4/30/2023,4.8,Credit Card,2023,4,Apr,30,Sunday
4119,Overalls,80,6/2/2023,3.5,Cash,2023,6,Jun,2,Friday
4031,Skirt,161,11/12/2022,1.4,Credit Card,2022,11,Nov,12,Saturday
4092,T-shirt,49,8/12/2023,4.2,Credit Card,2023,8,Aug,12,Saturday
3976,Camisole,164,6/21/2023,4.3,Credit Card,2023,6,Jun,21,Wednesday
4088,Hat,154,5/21/2023,4.9,Cash,2023,5,May,21,Sunday
3981,Skirt,157,5/10/2023,4.2,Cash,2023,5,May,10,Wednesday
4110,Belt,63,3/19/2023,4.1,Credit Card,2023,3,Mar,19,Sunday
3999,Kimono,116,1/21/2023,2.3,Cash,2023,1,Jan,21,Saturday
4096,Socks,17,6/16/2023,2.4,Credit Card,2023,6,Jun,16,Friday
4039,Hoodie,170,3/19/2023,4.4,Credit Card,2023,3,Mar,19,Sunday
4037,Flannel Shirt,174,9/13/2023,2.3,Credit Card,2023,9,Sep,13,Wednesday
4034,Trench Coat,133,8/4/2023,4,Credit Card,2023,8,Aug,4,Friday
4026,Pants,185,10/25/2022,1.9,Credit Card,2022,10,Oct,25,Tuesday
4049,Tie,126,4/18/2023,1.4,Cash,2023,4,Apr,18,Tuesday
4105,T-shirt,133,7/22/2023,2.5,Credit Card,2023,7,Jul,22,Saturday
4047,Pants,97,5/2/2023,3.8,Cash,2023,5,May,2,Tuesday
3993,Jumpsuit,90,1/14/2023,4.2,Credit Card,2023,1,Jan,14,Saturday
3960,Wallet,91,3/6/2023,4,Credit Card,2023,3,Mar,6,Monday
3992,Sandals,98,9/15/2023,2.3,Credit Card,2023,9,Sep,15,Friday
4089,Gloves,43,12/27/2022,3.3,Cash,2022,12,Dec,27,Tuesday
4029,Onesie,141,9/23/2023,3.8,Credit Card,2023,9,Sep,23,Saturday
4052,Vest,91,6/22/2023,4,Cash,2023,6,Jun,22,Thursday
4081,Swimsuit,41,9/22/2023,2.6,Credit Card,2023,9,Sep,22,Friday
4062,Blazer,73,8/14/2023,1.8,Cash,2023,8,Aug,14,Monday
3983,Hat,167,4/24/2023,2.1,Credit Card,2023,4,Apr,24,Monday
4012,Polo Shirt,50,10/14/2022,3.1,Credit Card,2022,10,Oct,14,Friday
3996,Sneakers,157,3/12/2023,4.7,Credit Card,2023,3,Mar,12,Sunday
4085,Skirt,58,8/24/2023,4.8,Credit Card,2023,8,Aug,24,Thursday
4013,Bowtie,137,3/16/2023,4.5,Cash,2023,3,Mar,16,Thursday
4005,Wallet,129,10/13/2022,3.3,Credit Card,2022,10,Oct,13,Thursday
4114,Coat,33,8/24/2023,2.8,Credit Card,2023,8,Aug,24,Thursday
4093,Raincoat,71,7/21/2023,3.7,Cash,2023,7,Jul,21,Friday
4098,Poncho,100,12/11/2022,3,Cash,2022,12,Dec,11,Sunday
4063,T-shirt,162,12/1/2022,1.9,Credit Card,2022,12,Dec,1,Thursday
4074,Raincoat,177,9/22/2023,1.9,Cash,2023,9,Sep,22,Friday
3986,Socks,37,11/1/2022,1.1,Credit Card,2022,11,Nov,1,Tuesday
3990,Shorts,77,2/13/2023,4.4,Credit Card,2023,2,Feb,13,Monday
3961,Socks,113,8/29/2023,3.2,Cash,2023,8,Aug,29,Tuesday
4079,Cardigan,112,7/16/2023,2.6,Cash,2023,7,Jul,16,Sunday
4036,Blouse,102,9/25/2023,4.6,Cash,2023,9,Sep,25,Monday
4049,Vest,28,11/10/2022,4,Credit Card,2022,11,Nov,10,Thursday
3992,Tie,125,7/8/2023,4.9,Cash,2023,7,Jul,8,Saturday
4070,Poncho,81,4/25/2023,2.1,Cash,2023,4,Apr,25,Tuesday
4109,Trousers,169,9/16/2023,4.6,Credit Card,2023,9,Sep,16,Saturday
4090,Dress,40,5/16/2023,2.3,Credit Card,2023,5,May,16,Tuesday
4034,Socks,96,4/20/2023,2,Credit Card,2023,4,Apr,20,Thursday
3964,Onesie,103,1/15/2023,1.5,Cash,2023,1,Jan,15,Sunday
3987,Wallet,60,1/5/2023,4.1,Cash,2023,1,Jan,5,Thursday
4013,Sneakers,112,11/2/2022,2.9,Credit Card,2022,11,Nov,2,Wednesday
3989,Shorts,21,11/6/2022,4.2,Credit Card,2022,11,Nov,6,Sunday
4015,Kimono,131,12/24/2022,3.6,Cash,2022,12,Dec,24,Saturday
4035,Sun Hat,48,7/24/2023,4.9,Credit Card,2023,7,Jul,24,Monday
3989,Kimono,141,9/13/2023,3.3,Credit Card,2023,9,Sep,13,Wednesday
3990,Romper,91,6/1/2023,3,Cash,2023,6,Jun,1,Thursday
4065,Leggings,199,7/26/2023,3.2,Credit Card,2023,7,Jul,26,Wednesday
3985,Tunic,161,7/26/2023,1.2,Cash,2023,7,Jul,26,Wednesday
3976,Tunic,140,12/31/2022,4.5,Credit Card,2022,12,Dec,31,Saturday
3961,Jumpsuit,191,6/19/2023,3.7,Cash,2023,6,Jun,19,Monday
4067,Trench Coat,104,11/12/2022,3.3,Credit Card,2022,11,Nov,12,Saturday
3967,Camisole,38,9/11/2023,3.9,Credit Card,2023,9,Sep,11,Monday
4007,Poncho,159,7/19/2023,3,Cash,2023,7,Jul,19,Wednesday
3984,Pajamas,195,7/3/2023,4.8,Cash,2023,7,Jul,3,Monday
3965,Blouse,171,12/22/2022,1.9,Cash,2022,12,Dec,22,Thursday
4108,Skirt,177,12/2/2022,2.3,Cash,2022,12,Dec,2,Friday
3972,Jeans,158,7/16/2023,4.5,Cash,2023,7,Jul,16,Sunday
4077,Blouse,194,12/19/2022,1.6,Credit Card,2022,12,Dec,19,Monday
4021,Raincoat,144,9/26/2023,1,Cash,2023,9,Sep,26,Tuesday
3968,Trench Coat,168,3/16/2023,3.8,Cash,2023,3,Mar,16,Thursday
3973,T-shirt,107,1/14/2023,1.5,Credit Card,2023,1,Jan,14,Saturday
3959,Umbrella,18,5/27/2023,3.9,Credit Card,2023,5,May,27,Saturday
3981,Boots,189,11/17/2022,2,Credit Card,2022,11,Nov,17,Thursday
4009,Trousers,48,7/2/2023,3,Credit Card,2023,7,Jul,2,Sunday
4107,Belt,62,5/6/2023,1.4,Credit Card,2023,5,May,6,Saturday
4008,Loafers,166,3/8/2023,3.3,Credit Card,2023,3,Mar,8,Wednesday
4004,Poncho,198,8/10/2023,2.5,Cash,2023,8,Aug,10,Thursday
4046,T-shirt,190,2/13/2023,3.8,Cash,2023,2,Feb,13,Monday
3994,Cardigan,132,7/29/2023,3.8,Credit Card,2023,7,Jul,29,Saturday
4028,Cardigan,90,2/28/2023,3,Credit Card,2023,2,Feb,28,Tuesday
4105,Kimono,127,12/21/2022,2.6,Credit Card,2022,12,Dec,21,Wednesday
4046,Hoodie,97,10/17/2022,4.9,Cash,2022,10,Oct,17,Monday
4047,Tunic,183,1/15/2023,2.4,Cash,2023,1,Jan,15,Sunday
3998,Belt,194,9/23/2023,3.1,Credit Card,2023,9,Sep,23,Saturday
4113,Flip-Flops,133,7/3/2023,4.9,Credit Card,2023,7,Jul,3,Monday
4086,Camisole,152,9/7/2023,1.7,Credit Card,2023,9,Sep,7,Thursday
4102,Trench Coat,86,1/30/2023,3.1,Cash,2023,1,Jan,30,Monday
3982,Boots,190,9/12/2023,1.1,Cash,2023,9,Sep,12,Tuesday
4105,Sneakers,132,1/31/2023,3.3,Credit Card,2023,1,Jan,31,Tuesday
3960,Jumpsuit,194,3/18/2023,4.8,Cash,2023,3,Mar,18,Saturday
4092,Shorts,41,3/5/2023,3.5,Credit Card,2023,3,Mar,5,Sunday
4012,Sandals,149,9/18/2023,1.9,Credit Card,2023,9,Sep,18,Monday
4006,Tank Top,111,8/25/2023,4.5,Credit Card,2023,8,Aug,25,Friday
4029,Boots,47,8/5/2023,3.4,Credit Card,2023,8,Aug,5,Saturday
4000,Wallet,83,9/21/2023,4.6,Cash,2023,9,Sep,21,Thursday
4094,Belt,30,10/11/2022,4.5,Cash,2022,10,Oct,11,Tuesday
3958,Socks,123,11/28/2022,1.6,Cash,2022,11,Nov,28,Monday
3982,Onesie,132,2/23/2023,1.1,Cash,2023,2,Feb,23,Thursday
4086,Skirt,153,7/18/2023,4.8,Credit Card,2023,7,Jul,18,Tuesday
4078,Tank Top,45,8/10/2023,4.2,Credit Card,2023,8,Aug,10,Thursday
4107,Trench Coat,71,5/20/2023,1.7,Cash,2023,5,May,20,Saturday
4004,Flip-Flops,181,10/15/2022,4.6,Credit Card,2022,10,Oct,15,Saturday
4069,Hat,67,4/14/2023,3.4,Cash,2023,4,Apr,14,Friday
3984,Socks,23,8/4/2023,4.7,Credit Card,2023,8,Aug,4,Friday
4047,Handbag,130,11/3/2022,2.6,Credit Card,2022,11,Nov,3,Thursday
4065,Pants,11,3/25/2023,2.4,Credit Card,2023,3,Mar,25,Saturday
4011,Gloves,50,7/4/2023,2,Credit Card,2023,7,Jul,4,Tuesday
4088,Shorts,131,5/14/2023,1.8,Cash,2023,5,May,14,Sunday
4015,Blouse,61,1/7/2023,2.4,Credit Card,2023,1,Jan,7,Saturday
4061,Vest,83,10/3/2022,4.7,Cash,2022,10,Oct,3,Monday
3985,Dress,175,4/8/2023,4.6,Credit Card,2023,4,Apr,8,Saturday
4076,Pants,146,6/30/2023,3.7,Credit Card,2023,6,Jun,30,Friday
3985,Belt,19,12/24/2022,3.1,Cash,2022,12,Dec,24,Saturday
4090,Jeans,54,2/18/2023,3.1,Cash,2023,2,Feb,18,Saturday
3991,Flip-Flops,55,1/28/2023,3.2,Cash,2023,1,Jan,28,Saturday
4083,Socks,19,7/16/2023,2.3,Credit Card,2023,7,Jul,16,Sunday
4049,Hoodie,111,6/21/2023,1.8,Cash,2023,6,Jun,21,Wednesday
4030,Sweater,57,2/21/2023,2.7,Cash,2023,2,Feb,21,Tuesday
4099,Pajamas,84,9/4/2023,1.3,Cash,2023,9,Sep,4,Monday
3978,Flannel Shirt,164,10/29/2022,3.2,Cash,2022,10,Oct,29,Saturday
4083,Tank Top,82,12/16/2022,4.1,Cash,2022,12,Dec,16,Friday
3986,Handbag,174,9/22/2023,3.8,Credit Card,2023,9,Sep,22,Friday
4055,Gloves,136,9/14/2023,1.2,Credit Card,2023,9,Sep,14,Thursday
4029,Gloves,44,11/9/2022,2.2,Credit Card,2022,11,Nov,9,Wednesday
4073,Trousers,129,5/28/2023,4.6,Cash,2023,5,May,28,Sunday
4110,Belt,38,7/4/2023,3.6,Credit Card,2023,7,Jul,4,Tuesday
4036,Onesie,197,11/28/2022,3.1,Cash,2022,11,Nov,28,Monday
4014,Trench Coat,13,5/31/2023,1.8,Credit Card,2023,5,May,31,Wednesday
4098,Belt,85,6/16/2023,1.2,Credit Card,2023,6,Jun,16,Friday
4061,Backpack,59,10/4/2022,4.5,Cash,2022,10,Oct,4,Tuesday
4066,Blazer,113,8/22/2023,2.5,Cash,2023,8,Aug,22,Tuesday
4005,Shorts,141,4/12/2023,4.6,Cash,2023,4,Apr,12,Wednesday
4078,Swimsuit,57,2/17/2023,4.6,Credit Card,2023,2,Feb,17,Friday
4051,Sneakers,132,9/6/2023,1.3,Cash,2023,9,Sep,6,Wednesday
4002,Raincoat,73,1/23/2023,1.8,Credit Card,2023,1,Jan,23,Monday
4082,Tie,124,11/29/2022,1.8,Cash,2022,11,Nov,29,Tuesday
3983,Boots,94,3/26/2023,4.7,Cash,2023,3,Mar,26,Sunday
4069,Sweater,76,6/29/2023,4.3,Credit Card,2023,6,Jun,29,Thursday
4090,Hat,187,7/25/2023,4.9,Credit Card,2023,7,Jul,25,Tuesday
3978,Dress,180,10/28/2022,4.3,Cash,2022,10,Oct,28,Friday
4058,Wallet,190,8/31/2023,2,Credit Card,2023,8,Aug,31,Thursday
4059,Poncho,186,2/8/2023,4.5,Cash,2023,2,Feb,8,Wednesday
3983,Scarf,85,9/3/2023,3.5,Cash,2023,9,Sep,3,Sunday
4000,Cardigan,66,12/13/2022,4.5,Credit Card,2022,12,Dec,13,Tuesday
3973,Onesie,44,9/1/2023,2.1,Credit Card,2023,9,Sep,1,Friday
4050,Sneakers,126,6/20/2023,2.7,Credit Card,2023,6,Jun,20,Tuesday
4007,Loafers,165,11/18/2022,2.1,Cash,2022,11,Nov,18,Friday
4043,Skirt,189,3/19/2023,4.3,Credit Card,2023,3,Mar,19,Sunday
4008,Belt,130,10/2/2022,3.4,Credit Card,2022,10,Oct,2,Sunday
4109,Hat,180,1/12/2023,2.6,Credit Card,2023,1,Jan,12,Thursday
4060,Sandals,73,5/19/2023,2.8,Credit Card,2023,5,May,19,Friday
3988,Kimono,162,10/25/2022,1.9,Cash,2022,10,Oct,25,Tuesday
4016,Swimsuit,30,11/29/2022,1.5,Credit Card,2022,11,Nov,29,Tuesday
4065,Trousers,145,6/2/2023,3,Credit Card,2023,6,Jun,2,Friday
4084,Blazer,29,10/29/2022,2.3,Credit Card,2022,10,Oct,29,Saturday
4028,Shorts,38,8/4/2023,2,Cash,2023,8,Aug,4,Friday
4108,Wallet,139,5/1/2023,3.1,Cash,2023,5,May,1,Monday
4026,T-shirt,147,8/20/2023,3.3,Cash,2023,8,Aug,20,Sunday
4059,Sun Hat,143,10/23/2022,4.5,Credit Card,2022,10,Oct,23,Sunday
4048,Jumpsuit,184,5/18/2023,3.2,Cash,2023,5,May,18,Thursday
4078,Blouse,159,10/26/2022,1.5,Credit Card,2022,10,Oct,26,Wednesday
4111,Trousers,140,1/14/2023,2.9,Credit Card,2023,1,Jan,14,Saturday
4060,Swimsuit,24,10/17/2022,1.9,Credit Card,2022,10,Oct,17,Monday
4081,Poncho,141,6/21/2023,1.7,Cash,2023,6,Jun,21,Wednesday
4087,Swimsuit,154,8/20/2023,4.2,Cash,2023,8,Aug,20,Sunday
3994,Jumpsuit,88,10/18/2022,1.6,Credit Card,2022,10,Oct,18,Tuesday
4073,Slippers,111,6/24/2023,1.2,Credit Card,2023,6,Jun,24,Saturday
3984,Flannel Shirt,10,8/25/2023,4.1,Credit Card,2023,8,Aug,25,Friday
3988,Loafers,158,11/4/2022,1.8,Credit Card,2022,11,Nov,4,Friday
4082,Boots,189,12/22/2022,2.4,Cash,2022,12,Dec,22,Thursday
4016,Sneakers,27,12/17/2022,1.8,Cash,2022,12,Dec,17,Saturday
4117,Scarf,130,6/29/2023,2.6,Cash,2023,6,Jun,29,Thursday
3982,Hoodie,196,5/2/2023,1.8,Cash,2023,5,May,2,Tuesday
3970,Skirt,117,7/10/2023,2.8,Credit Card,2023,7,Jul,10,Monday
3974,Blouse,107,12/30/2022,1.3,Credit Card,2022,12,Dec,30,Friday
4084,Handbag,106,8/31/2023,3.1,Cash,2023,8,Aug,31,Thursday
3963,Poncho,184,3/2/2023,1.6,Credit Card,2023,3,Mar,2,Thursday
4002,Loafers,148,3/4/2023,1.2,Credit Card,2023,3,Mar,4,Saturday
4111,Dress,40,3/18/2023,3.5,Cash,2023,3,Mar,18,Saturday
3996,Backpack,145,9/5/2023,1.6,Cash,2023,9,Sep,5,Tuesday
4116,Socks,10,5/24/2023,3.3,Credit Card,2023,5,May,24,Wednesday
4116,Romper,86,12/16/2022,4.1,Cash,2022,12,Dec,16,Friday
3981,Bowtie,194,6/23/2023,1.9,Credit Card,2023,6,Jun,23,Friday
3976,Skirt,146,6/18/2023,3.3,Credit Card,2023,6,Jun,18,Sunday
4083,Polo Shirt,98,7/25/2023,4.6,Credit Card,2023,7,Jul,25,Tuesday
4032,Blazer,38,1/4/2023,4,Credit Card,2023,1,Jan,4,Wednesday
4082,Onesie,167,8/29/2023,5,Cash,2023,8,Aug,29,Tuesday
4086,Tunic,14,5/29/2023,4.7,Credit Card,2023,5,May,29,Monday
4023,Socks,27,8/21/2023,3.1,Cash,2023,8,Aug,21,Monday
4095,Pants,190,11/9/2022,5,Cash,2022,11,Nov,9,Wednesday
